movie_title,title_year,region,budget,gross
Yearbook,2014,USA,7000000.0,12698205.852191059
Ladies and Gentleman,2013,India,154000000.0,637498142.9110357
Aunt Rose,2005,USA,13000000.0,120796306.37298924
Mirka,2000,Italy,38000000.0,364007917.9975595
The Magic City,1954,Greece,63000000.0,117905931.657036
"God Respects Us When We Work, But Loves Us When We Dance",1968,USA,228000000.0,856500695.3959125
Tacoma Narrows Bridge Collapse,1940,USA,95000000.0,911287110.3961604
La poulette grise,1947,Canada,25000000.0,200439242.06062746
In Search of Darkness: Part III,2022,USA,2000000.0,8811892.496845338
I Am the Abyss,2022,Italy,32000000.0,17872802.84171398
Church People,2021,USA,3000000.0,13539230.780121231
Fantasies,1981,USA,40000000.0,25282084.861797106
Party Camp,1987,USA,9000000.0,10580062.719694028
School for Sex,1969,United Kingdom,22000000.0,18561845.09032522
Even Lovers Get the Blues,2016,Belgium,4000000.0,8799572.59928122
Local Utpaat,2022,India,7000000.0,1462948.6013988005
Kaalo,2010,India,3000000.0,9670676.733879589
Fangs,1974,USA,560000000.0,306208786.7361547
Runner,2021,Lithuania,5000000.0,2809701.665879443
Jig,2011,United Kingdom,6000000.0,40754127.045987085
The Nights Before Christmas,2019,Canada,644000000.0,502823087.83625925
Commitment Phobia,2021,Germany,497000000.0,905214156.3384197
Dreams Come True,1984,USA,52000000.0,366931542.15336865
The Busy Body,1967,USA,33000000.0,276444974.64217293
Schemes in Antiques,2021,China,35000000.0,60841192.63326517
Kids of the Round Table,1995,USA,5000000.0,2688335.234196301
The Worst of Faces of Death,1987,USA,17000000.0,78634510.93909073
Trader Hornee,1970,USA,7000000.0,42852520.92495726
Combat Obscura,2018,USA,2000000.0,299805.61718406907
Yamudiki Mogudu,1988,India,57000000.0,109716642.83657321
Master of Dragonard Hill,1987,USA,43000000.0,29942947.665081114
This Happy Feeling,1958,USA,49000000.0,190364593.78767473
Hot Summer Night,1957,USA,17000000.0,15812559.516128274
City of Bad Men,1953,USA,6000000.0,5104860.151452574
Jolly Blu,1998,Italy,132000000.0,6752675.375745825
Dioses y perros,2014,Spain,49000000.0,29508591.832961593
Becoming Chaz,2011,USA,12000000.0,3197262.400328921
If I Should Fall from Grace: The Shane MacGowan Story,2001,Ireland,4000000.0,3218700.854994788
Pelada,2010,USA,590000000.0,282486443.1919252
Katha Sangama,2019,India,6000000.0,11984485.15372843
"My Teacher, Mr. Kim",2003,South Korea,8000000.0,21491610.199716523
The Little Tin Man,2013,USA,25000000.0,30043279.815525044
India Pakistan,2015,India,16000000.0,30529687.19975291
Blondie in Society,1941,USA,3000000.0,5348448.4547511
Patul lui Procust,2002,Moldova,39000000.0,29383725.59878354
The Glorious Works of G.F. Zwaen,2015,Netherlands,32000000.0,17752027.682562847
Toronto Stories,2008,Canada,22000000.0,38698375.71686901
Desert Victory,1943,United Kingdom,8000000.0,3954169.084817293
The Eleventh Year,1927,Soviet Union,35000000.0,88611554.0547885
The Hagstone Demon,2011,USA,8000000.0,62850099.434338495
Odjuret,2011,Sweden,37000000.0,107951651.80685985
The Delivery Boy,1931,USA,36000000.0,43900694.93533076
Gambling on the High Seas,1940,USA,82000000.0,747977025.3225491
Full Cycle,1994,USA,90000000.0,84462232.77629529
Place du Pont,1897,France,6000000.0,974646.2670691245
Supercell,2023,USA,49000000.0,2186742.7386460146
The Dolls,1965,Italy,7000000.0,6282231.781689106
The Ten Commandments: The Musical,2006,USA,13000000.0,2365082.226243503
Bimbo Movie Bash,1997,USA,19000000.0,23209608.581313685
You Belong to Me,2007,USA,52000000.0,213529203.83871883
The Housewife and the Hustler,2021,USA,19000000.0,15144660.725533506
We Are Freestyle Love Supreme,2020,USA,28000000.0,7540395.642621435
What Happened in Vegas,2017,USA,44000000.0,4161700.3563682046
Siren of the Tropics,1927,France,74000000.0,69283515.03948852
We Are the Freaks,2013,United Kingdom,46000000.0,38549783.50526155
The Unforeseen,2007,USA,48000000.0,57694471.10707715
All About Love,2010,China,8000000.0,2624954.4265067196
The Luring,2019,USA,30000000.0,140796471.02249998
Rockin' in the Rockies,1945,USA,232000000.0,2148762656.405678
Unidentified,2013,USA,6000000.0,902897.9112743194
All the Colors of Giallo,2019,USA,604000000.0,517653771.16981006
Oru Second Class Yathra,2015,India,23000000.0,19051915.877525225
Bath Buddy,2020,China,4000000.0,14327986.531440677
The Price of Fame,2017,USA,37000000.0,34721707.00121892
Johnny Cash: American Rebel,2015,Canada,6000000.0,550440.241296603
Marcello Mastroianni: I Remember,1997,Italy,27000000.0,38404648.33080717
The Green Mare,1959,France,90000000.0,36551950.4522497
Fearless Fagan,1952,USA,786000000.0,6205794187.757412
Quod Erat Demonstrandum,2013,Romania,40000000.0,224698292.19666043
The Unmatchable Match,1990,China,76000000.0,323558975.3338236
Dark Exorcism,2015,USA,7000000.0,2125300.036388939
Great Moments in Aviation,1994,United Kingdom,30000000.0,45458870.82820283
A Fat Wreck,2016,USA,96000000.0,216251696.97781193
Alegre ma non troppo,1994,Spain,2000000.0,97119.89719428393
Execution of Czolgosz with Panorama of Auburn Prison,1901,USA,48000000.0,43970820.912330136
The Booze Hangs High,1930,USA,4000000.0,3875250.4534262526
Pacific 231,1949,France,85000000.0,46710052.17064607
Your Beauty Is Worth Nothing,2012,Austria,42000000.0,8687464.013854388
Prince Violent,1961,USA,254000000.0,1245448620.5569453
Young Yakuza,2007,France,11000000.0,79410602.2811405
Two Fencers,1891,France,6000000.0,5132202.271047572
The Legend of the Scarecrow,2005,Spain,26000000.0,20996294.002373066
2nd Class,2018,Sweden,145000000.0,177610785.03441355
Return to Witch Graveyard,2014,USA,40000000.0,36155187.99152838
Desaster,2015,Germany,38000000.0,181159649.3142894
My Sweet Monster,2021,Russia,7000000.0,19471338.694551937
Miss Viborg,2022,Denmark,47000000.0,14671429.002022006
The Resonator: Miskatonic U,2021,USA,68000000.0,34150387.87540931
Jayam,2002,India,24000000.0,21233788.84543799
About Us,2020,USA,10000000.0,18730492.629301894
"Hello, My Dolly Girlfriend",2013,Japan,7000000.0,3561107.7094636094
That Lucky Touch,1975,United Kingdom,679000000.0,70626141.71278805
The Flowers of Evil,2019,Japan,32000000.0,18427645.753431477
Looking for Love,1964,USA,25000000.0,41120867.23092906
Hospitality,2018,USA,13000000.0,71357031.92704563
Selfie Dad,2020,USA,35000000.0,62950382.05201386
Day 13,2020,USA,96000000.0,11452903.416625723
86 Melrose Avenue,2020,USA,654000000.0,308427674.21304655
Captain Scarlett,1952,USA,5000000.0,6010652.053688127
Don't Worry Baby,2015,USA,30000000.0,6863058.42783563
Family Drama,2021,India,80000000.0,91805368.30138016
Two Scoops,2013,USA,24000000.0,18028078.502517838
A Love Divided,1999,United Kingdom,832000000.0,1451712969.752604
Pilot #5,1943,USA,98000000.0,162936939.73094448
The Murder Secret,1988,Italy,363000000.0,624045756.1020525
China's Van Goghs,2016,China,26000000.0,49222556.11785282
Mole Men Against the Son of Hercules,1961,Italy,5000000.0,4700813.518237883
One Night the Moon,2001,Australia,16000000.0,11337330.982714124
Excuse My Dust,1951,USA,4000000.0,5452149.997517939
No Place to Hide,1992,USA,654000000.0,347634727.2123651
107 Mothers,2021,Slovakia,21000000.0,29022328.990165293
Placebo,2014,India,52000000.0,68739682.21089193
XIIa,2017,Bulgaria,27000000.0,8170220.955480816
Birders: The Central Park Effect,2012,USA,977000000.0,3603362018.1267614
Henry IV,1984,Italy,28000000.0,53875940.3532184
Autumn Moon,1992,China,3000000.0,5085826.400010462
The Everlasting Secret Family,1988,Australia,20000000.0,8625971.645918116
The Boxer and Death,1963,Czechoslovakia,38000000.0,313291236.80277455
Numbered,2012,Israel,48000000.0,43159270.09873323
On the Quiet,2019,Hungary,6000000.0,15540711.330382355
All-Round Appraiser Q: The Eyes of Mona Lisa,2014,Japan,736000000.0,737894707.1108196
Sinister Circle,2016,Peru,18000000.0,46748952.80435963
Casino Raiders II,1991,China,47000000.0,119927638.55540971
Near Death Experience,2014,France,19000000.0,25485021.796382044
Panakkaran,1990,India,4000000.0,1643176.4875212887
A Gentleman's Gentleman,1941,USA,19000000.0,137388471.20512396
Our Hodja,2014,Turkey,47000000.0,114288633.74885309
Pippi's Adventures on the South Seas,1999,Sweden,44000000.0,111979119.69094779
Margo,2006,Romania,40000000.0,5709690.5600156505
Aquarela do Brasil,1942,USA,52000000.0,69388326.50452411
Rock the Bells,2006,USA,31000000.0,13743141.083175978
That's Right - You're Wrong,1939,USA,51000000.0,4584013.835565557
Lickety-Splat,1961,USA,872000000.0,1030656861.717163
A Sinner in Mecca,2015,USA,10000000.0,8081611.081369346
Shadow of the Eagle,2005,Finland,31000000.0,54422540.90920411
The City of the Sun,2005,Slovakia,26000000.0,29909412.60909101
Case Unknown,2009,Poland,35000000.0,56678412.288587265
Lonely Boy,1963,Canada,31000000.0,26276125.98508786
Sábado,2001,Argentina,95000000.0,82317969.45130295
In the Garden,2004,USA,340000000.0,250302033.29715124
Valse Triste,1977,USA,77000000.0,142597977.2425974
The Truck Farmer,1954,USA,53000000.0,89168016.96473897
Gun Belt,1953,USA,34000000.0,23852329.66218417
Mindfield,1989,Canada,31000000.0,116650345.93152642
Amavas,2019,India,43000000.0,410425653.8163136
Golfballs!,1999,USA,9000000.0,3463300.036298742
The Rope Curse,2018,China,28000000.0,108670071.50610729
"Weekend, Italian Style",1965,Italy,39000000.0,68939505.25533035
Giovanni Falcone,1993,Italy,12000000.0,11596076.579176022
Anomaly,2016,USA,49000000.0,186168315.07112056
Mother Ghost,2002,USA,19000000.0,36089657.13453298
ExPatriot,2017,USA,70000000.0,72140340.77712977
Requiem for Murder,1999,Canada,36000000.0,281814003.06223744
Good Gals,2019,Italy,9000000.0,7257162.591937079
Miss Tanakpur Haazir Ho,2015,India,231000000.0,425767184.7792702
Dark Sense,2019,United Kingdom,84000000.0,364361772.49400944
Divine Access,2015,USA,38000000.0,23851403.458022546
Take a Deep Breath,2004,Serbia,22000000.0,16103528.6367402
Three Blind Mice,1938,USA,4000000.0,912300.2267735236
The Killer Snakes,1974,China,36000000.0,8447367.051397642
The Rocket Post,2004,United Kingdom,67000000.0,428695086.9690373
The Contest,1982,Romania,933000000.0,458070396.37140036
The Adventures of Smilin' Jack,1943,USA,8000000.0,4673993.769499571
Jerry-Go-Round,1965,USA,34000000.0,204665670.8675823
Golf Punks,1998,Canada,14000000.0,11708504.752337815
Late Summer,2016,Norway,100000000.0,84217299.37388834
Law and Order,1953,USA,7000000.0,3909632.067481473
Bus Palladium,2010,France,3000000.0,4861021.748034995
Trail of Ashes,2020,Puerto Rico,71000000.0,90599673.57465842
Grandma and Her Ghosts,1998,China,32000000.0,32387998.7104396
Auguri professore,1997,Italy,159000000.0,18088114.47513317
Pistoleros,2007,Denmark,46000000.0,420655033.93379843
Bass Ackwards,2010,USA,13000000.0,10510227.765283676
The Octopuses from the Second Floor,1987,Czechoslovakia,44000000.0,314599031.9997684
Lea and Darija,2011,Croatia,525000000.0,2417953609.8069925
Tehlikeyle Flört,2015,Turkey,28000000.0,14107570.034154255
Touched,2003,USA,42000000.0,137514192.77540612
I Taw a Putty Tat,1948,USA,75000000.0,13525389.55501627
Adios Vaya Con Dios,2014,USA,98000000.0,94598559.64374287
Heaven Scent,1956,USA,14000000.0,10261943.272095308
Quicker'n a Wink,1940,USA,34000000.0,8701677.841481192
Lancement d'un navire,1896,France,8000000.0,33694504.37623647
Loading a Boiler,1896,France,42000000.0,9133802.41294011
Trianon,2005,Hungary,15000000.0,26177866.361606237
Cam Girls,2021,United Kingdom,34000000.0,29640910.6956149
Maslin Beach,1997,Australia,61000000.0,267644398.32041672
The Leech,2022,USA,348000000.0,48214219.47391712
Lady Cocoa,1975,USA,542000000.0,753033704.6106987
"I'm Drunk, I Love You",2017,Philippines,446000000.0,53155958.50396059
The Complex: Lockdown,2020,United Kingdom,16000000.0,61379187.07381665
James Dean: Race with Destiny,1997,USA,26000000.0,309254.0601653102
Apache Woman,1976,Italy,32000000.0,5506891.106898813
Demon Hole,2017,USA,10000000.0,1848564.3948480624
Barkhaa,2015,India,8000000.0,7831753.48472217
Grasshopper,2015,Japan,49000000.0,92126514.92927289
Time Barbarians,1990,USA,873000000.0,6783892090.472479
Pretty Far from Okay,2017,Germany,80000000.0,274266483.5521109
Saving Grace B. Jones,2009,USA,36000000.0,36300351.7195454
The Vulture,1966,United Kingdom,4000000.0,8401826.11372215
Farm Sluts,2003,USA,37000000.0,6603223.600377233
Isle of Forgotten Sins,1943,USA,71000000.0,44447538.228218615
Behind the Burly Q,2010,USA,250000.0,23859.0
Fortunes of Captain Blood,1950,USA,46000000.0,103318357.46094236
Vetrivel,2016,India,147000000.0,130825058.435055
Beloved Enemy,1936,USA,41000000.0,46657998.080558024
Bath Salt Zombies,2013,USA,7000000.0,26612107.792788453
The Original Latin Kings of Comedy,2002,USA,551000000.0,2659002872.3731604
Thomas & Friends: Misty Island Rescue,2010,United Kingdom,892000000.0,208153339.82563412
A Noose Is Waiting for You Trinity,1972,Spain,18000000.0,17064112.242130764
In Caliente,1935,USA,36000000.0,40569308.847442865
The Distance,2006,Spain,4000000.0,1927763.2414230257
Invisible: The Chronicles of Benjamin Knight,1993,USA,22000000.0,23011909.72039103
Trump 2024: The World After Trump,2020,USA,61000000.0,97569976.84757152
Who Needs Enemies,2013,United Kingdom,107000000.0,64502282.908001125
The Suicide Club,2000,USA,51000000.0,8204208.847432606
Bullying,2009,Spain,14000000.0,111124743.68552637
Guilt by Design,2019,China,4000000.0,3995955.8740889374
Maddman: The Steve Madden Story,2017,USA,20000000.0,83806720.43720424
CinéMagique,2002,USA,2000000.0,9152258.497163085
American Valhalla,2017,USA,20000000.0,26663293.129062958
Diamonds and Guns,2008,USA,54000000.0,154203974.09096417
Behind the Clouds,2016,Belgium,30000000.0,142696040.60780814
Charas: A Joint Effort,2004,India,4000000.0,9271909.619167922
Terminal Rush,1996,Canada,63000000.0,38659868.3000982
Hair Wolf,2018,USA,39000000.0,2976796.7689168467
"My Father, My Mother",1978,Philippines,6000000.0,6359546.452290289
Srbenka,2018,Croatia,914000000.0,6450915142.532885
Kohlhiesel's Daughters,1920,Germany,9000000.0,135741.2435929486
The Silence of the Dying Fish,2018,Greece,40000000.0,299233606.1170467
Informant,2012,USA,8000000.0,7295977.089277245
Cock-a-Doodle Dog,1951,USA,38000000.0,313656429.5858561
Brilliant Lies,1996,Australia,4000000.0,36762865.89921787
Seamonsters,2011,United Kingdom,8000000.0,4812088.3122563325
Ti stimo fratello,2012,Italy,9000000.0,11395569.26928993
Grief,1993,USA,13000000.0,11587628.99351268
A Man without a Shadow,2019,Iran,33000000.0,118332612.92107314
Aagathan,2010,India,822000.0,1200000.0
Nasty Old People,2009,Sweden,15000.0,5300.0
"Didi, o Cupido Trapalhão",2003,Brazil,43000000.0,394062427.37799644
Holiday Camp,2010,France,43000000.0,32123944.172999647
Backwoods Bunny,1959,USA,22000000.0,134885225.1031363
Crashing Las Vegas,1956,USA,27000000.0,34871543.42354089
Queen of Montreuil,2012,France,164000000.0,520182513.69571877
Holiday for Shoestrings,1946,USA,22000000.0,4093846.83495654
Meet John Doughboy,1941,USA,74000000.0,46378854.783201925
The Inn Where No Man Rests,1903,France,5000000.0,3133117.030379834
The Doctor and the Monkey,1900,France,9000000.0,740976.8507738013
The Derby 1895,1895,United Kingdom,1000000.0,1034233.4686446411
A Cowgirl's Song,2022,USA,9000000.0,14541794.992990617
Black Wake,2018,USA,5000000.0,9325122.801627878
Pirates Down the Street,2020,Netherlands,79000000.0,10799345.409044309
The Farmer,1977,USA,26000000.0,27530803.028225143
We Go in at Dawn,2020,United Kingdom,825000000.0,450129544.861168
American Sausage Standoff,2019,Denmark,2000000.0,1463415.4077343056
Frankenstein General Hospital,1988,USA,27000000.0,44958422.675905585
"Kiss Me, Kill Me",2015,USA,24000000.0,81831429.1431514
House of Bad,2013,USA,62000000.0,58218254.30303971
Keep Going,2018,Belgium,2000000.0,752621.001640181
Deadly Hero,1975,USA,21000000.0,6128320.8555733105
Last Night in Rozzie,2021,USA,23000000.0,110520018.64666376
Ballistic Kiss,1998,China,21000000.0,17111701.36863104
Wingman Inc.,2015,USA,64000000.0,259431660.74406463
The Giants of Thessaly,1960,Italy,34000000.0,117850124.00228031
Finger of God,2007,USA,14000000.0,14266707.032492233
Show Girl in Hollywood,1930,USA,40000000.0,39623889.43194034
Dark Awakening,2014,USA,779000000.0,500413716.9925766
The Golden Seal,1983,USA,22000000.0,47296089.7650117
Akilla's Escape,2020,Canada,39000000.0,47522990.68975307
Harry's War,1981,USA,68000000.0,166543998.9439815
When a Tree Falls,2015,Spain,3000000.0,1594638.5398621676
Red and White,2009,Indonesia,46000000.0,5384602.9305361295
FPS: First Person Shooter,2014,Germany,20000000.0,85423776.91258767
Cave of Outlaws,1951,USA,823000000.0,723309315.9171005
The Blonds,2003,Argentina,473000000.0,4622413854.677635
These Birds Walk,2012,Pakistan,49000000.0,41547002.54265473
Aryan,1988,India,30000000.0,265505707.07176003
The Cloud Door,1994,Germany,98000000.0,55478811.5686824
Tera Mera Saath Rahen,2001,India,2000000.0,3414523.7150763404
Happy Here and Now,2002,USA,32000000.0,105490581.59008062
Mr. Bharath,1986,India,45000000.0,74348698.04279312
Shipmates Forever,1935,USA,2000000.0,3127449.698285176
The Long Way Back,2020,USA,31000000.0,96798643.16941956
Suicide,2001,Germany,47000000.0,70174338.11237676
Adventures of the Road-Runner,1962,USA,21000000.0,19515853.65008499
Mr. Marumakan,2012,India,70000000.0,911645.7938854572
Hittin' the Trail for Hallelujah Land,1931,USA,89000000.0,133666372.3920191
Sheep Ahoy,1954,USA,7000000.0,628974.930172557
L'Enfant Terrible,2019,Spain,33000000.0,10002989.117992705
Oru Maravathoor Kanavu,1998,India,10000000.0,30584145.39570578
Mera Gaon Mera Desh,1971,India,87000000.0,37384665.31071792
The Goofy Gophers,1947,USA,83000000.0,54579659.15152451
Purification,2012,USA,5000000.0,201002.83657007667
Stop Look and Listen,1967,USA,4000000.0,7648162.528409749
Oriundi,1999,Brazil,12000000.0,14670868.913127147
Nadiya Kollappetta Rathri,2007,India,3000000.0,1757202.2418903147
Dear Claudia,1999,Australia,98000000.0,110487332.7045411
Sarvakalasala,1987,India,2000000.0,8788784.319954727
Viva Rena,1967,Greece,2000000.0,1034718.9210267838
